reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
R095,HKET+HO,HO2+MGLY,3.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R096,MACR+HO,0.57000*MACP+0.43000*MCP,8.0000E-12*exp(3.8000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R097,MVK+HO,MVKP,2.6000E-12*exp(6.1000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R098,UALD+HO,0.31300*ACO3+0.68700*UALP,5.7700E-12*exp(5.3300E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R099,GLY+HO,HO2+2.00000*CO,1.1000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R100,MGLY+HO,ACO3+CO,9.2600E-13*exp(8.3000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R101,DCB1+HO,0.52000*HO2+0.33000*CO+0.40000*ALD+0.78000*KET+0.10000*GLY+0.01000*MGLY,2.8000E-11*exp(1.7500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R102,DCB2+HO,0.52000*HO2+0.33000*CO+0.13000*MEK+0.10000*GLY+0.01000*MGLY+0.78000*OP2,2.8000E-11*exp(1.7500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R103,DCB3+HO,0.56000*HO2+0.21000*MACP+0.11000*CO+0.27000*GLY+0.01000*MGLY+0.79000*OP2,1.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R104,BALD+HO,BALP,5.3200E-12*exp(2.4300E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R105,PHEN+HO,0.15200*ASOATJ+0.61900*HO2+0.17000*ADDC+0.05900*CHO+0.61900*MCT,6.7500E-12*exp(4.0500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R106,CSL+HO,0.20000*ASOATJ+0.58400*HO2+0.16000*ADDC+0.05600*CHO+0.58400*MCT,4.6500E-11*exp(0.0000E+00/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R108,MCT+HO,MCTO,2.0500E-10*exp(0.0000E+00/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R109,MOH+HO,HO2+HCHO,2.8500E-12*exp(-3.4500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R110,EOH+HO,HO2+ACD,3.0000E-12*exp(2.0000E+01/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R111,ROH+HO,HO2+0.71900*ALD+0.18400*ACD,2.6000E-12*exp(2.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R112,ETEG+HO,HO2+ALD,1.4700E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R113,OP1+HO,0.35000*HO+0.65000*MO2+0.35000*HCHO,2.9000E-12*exp(1.9000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R114,OP2+HO,0.01000*HO+0.44000*HC3P+0.07000*XO2+0.08000*ALD+0.41000*KET,3.4000E-12*exp(1.9000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP06,OPB+HO,0.01000*HO+0.44000*HC10P+0.07000*XO2+0.08000*ALD+0.41000*KET,3.4000E-12*exp(1.9000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R114a,VOP3+HO,0.01000*HO+0.44000*HC10P+0.07000*XO2+0.08000*ALD+0.41000*KET,3.4000E-12*exp(1.9000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R116,MAHP+HO,MACP,3.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R117,ORA1+HO,HO2,4.5000E-13,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R118,ORA2+HO,0.64000*MO2+0.36000*ORAP,4.0000E-14*exp(8.5000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R119,PAA+HO,0.35000*HO+0.65000*ACO3+0.35000*XO2+0.35000*HCHO,2.9300E-12*exp(1.9000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R120,PAN+HO,XO2+NO3+HCHO,4.0000E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R121,PPN+HO,XO2+NO3+HCHO,4.0000E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R122,MPAN+HO,NO2+HKET,3.2000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R123,ONIT+HO,HC3P+NO2,5.3100E-12*exp(-2.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP07,VTRPN+HO,0.33000*VHONIT+0.67000*NO2+0.27000*PINAL+0.38000*KET+0.21000*HCHO+0.02000*ALD,4.8000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Fisher et al. 2016,https://doi.org/10.5194/acp-16-5969-2016,"Oxidation of TRPN assumes 1/3 is unsaturated and retains the nitrate group upon oxidation to from HONIT while the remaining 2/3 is saturated and releases the nitrate group to form NO2 and other products. The 1/3 to 2/3 split is based on Fisher et al. (2016). The coefficients of other products are based on products from alpha-pinene and beta-pinene derived nitrates in MCM with a 65/35 weighting as described in Note 1 above. From MCM products, we find a 62% yield of PINAL and a 38% yield of a ketone (KET) for alpha-pinene and a 92% yield of a ketone (KET) + HCHO and an 8% yield of an aldehyde (ALD) for beta-pinene."
TRP57,VHONIT+HO,HKET+NO3,k0=2.4000E-14*exp(4.6000E+02/T);k1=2.7000E-17*exp(2.1990E+03/T);k3=6.5000E-34*exp(1.3350E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Fisher et al. 2016,https://doi.org/10.5194/acp-16-5969-2016,Oxidation of HONIT is based on Fisher et al. (2016). Rate is the same as HNO3+OH.
R126,ETE+O3,0.08000*HO+0.15000*HO2+0.43000*CO+HCHO+0.37000*ORA1,9.1400E-15*exp(-2.5800E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R127,OLT+O3,0.22000*HO+0.32000*HO2+0.08000*MO2+0.06000*ETHP+0.04000*HC3P+0.02000*HC5P+0.06800*H2O2+0.43000*CO+0.02000*ETH+0.01500*HC3+0.00600*HC5+0.03200*BEN+0.56000*HCHO+0.01000*ACD+0.44000*ALD+0.03000*ACT+0.02000*BALD+0.06000*MEK+0.01000*HKET+0.03000*ORA1+0.06000*ORA2,4.3300E-15*exp(-1.8000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R128,OLI+O3,0.46000*HO+0.07000*HO2+0.32000*MO2+0.07000*ETHP+0.04000*HC3P+0.09000*ACO3+0.37000*CO+0.02600*H2O2+0.01000*ETH+0.01000*HC3+0.09000*HCHO+0.45700*ACD+0.73000*ALD+0.11000*ACT+0.01700*KET+0.04400*HKET+0.01700*ORA2,4.4000E-15*exp(-8.4500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R131,API+O3,0.60550*HO+0.21450*PINALP+0.25500*H2O2+0.25350*PINAL+0.00650*ORA2+0.11050*HO2+0.11050*CO+0.45900*HCHO+0.28050*RCO3+0.17850*KET+0.06650*HC3+0.03850*OP1+0.02800*ORA1,8.0500E-16*exp(-6.4000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
R132,LIM+O3,0.66000*HO+0.66000*LIMAL+0.33000*ACO3+0.33000*HCHO+0.33000*RCO3+0.33000*H2O2+0.01000*ORA2,2.8000E-15*exp(-7.7000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP08,LIMAL+O3,0.09000*HO+ALD+0.62000*HCHO+0.23000*OP1+0.02000*H2O2+0.15000*ORA1,8.3000E-18,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP09,VTRPN+O3,0.33000*VHONIT+0.67000*NO2+0.27000*PINAL+0.38000*KET+0.21000*HCHO+0.02000*ALD,1.6700E-16,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Fisher et al. 2016,https://doi.org/10.5194/acp-16-5969-2016,"Oxidation of TRPN assumes 1/3 is unsaturated and retains the nitrate group upon oxidation to from HONIT while the remaining 2/3 is saturated and releases the nitrate group to form NO2 and other products. The 1/3 to 2/3 split is based on Fisher et al. (2016). The coefficients of other products are based on products from alpha-pinene and beta-pinene derived nitrates in MCM with a 65/35 weighting as described in Note 1 above. From MCM products, we find a 62% yield of PINAL and a 38% yield of a ketone (KET) for alpha-pinene and a 92% yield of a ketone (KET) + HCHO and an 8% yield of an aldehyde (ALD) for beta-pinene."
R133,MACR+O3,0.19000*HO+0.14000*HO2+0.10000*ACO3+0.22000*CO+0.50000*MGLY+0.45000*ORA1,1.3600E-15*exp(-2.1120E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R134,MVK+O3,0.16000*HO+0.11000*HO2+0.28000*ACO3+0.01000*XO2+0.56000*CO+0.10000*HCHO+0.54000*MGLY+0.07000*ORA1+0.07000*ORA2+0.10000*ALD,8.5000E-16*exp(-1.5200E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R135,UALD+O3,0.10000*HO+0.07200*HO2+0.00800*MO2+0.00200*ACO3+0.10000*XO2+0.24300*CO+0.08000*HCHO+0.42000*ACD+0.02800*KET+0.49100*GLY+0.00300*MGLY+0.04400*ORA1,1.6600E-18,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R136,DCB1+O3,0.05000*HO+HO2+0.60000*RCO3+0.60000*XO2+1.50000*CO+0.05000*HCHO+0.05000*GLY+0.08000*MGLY+0.65000*OP2,2.0000E-16,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R137,DCB2+O3,0.05000*HO+HO2+0.60000*RCO3+0.60000*XO2+1.50000*CO+0.05000*HCHO+0.05000*GLY+0.08000*MGLY+0.70000*DCB1+0.65000*OP2,2.0000E-16,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R138,DCB3+O3,0.05000*HO+HO2+1.50000*CO+0.48000*GLY+0.70000*DCB1+0.25000*ORA1+0.25000*ORA2+0.11000*PAA,9.0000E-17,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R140,MCTO+O3,MCTP,2.8600E-13,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R141,ETE+NO3,0.80000*OLNN+0.20000*OLND,4.3920E-13*exp(-2.2820E+03/T)*(T/300)^(2.0000E+00),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R142,OLT+NO3,0.43000*OLNN+0.57000*OLND,1.7900E-13*exp(-4.5000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R143,OLI+NO3,0.11000*OLNN+0.89000*OLND,8.6400E-13*exp(4.5000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R146,API+NO3,0.97500*APINP1+0.02500*APINP2,1.1900E-12*exp(4.9000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R147,LIM+NO3,0.94500*LIMNP1+0.05500*LIMNP2,1.2200E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP10,VTRPN+NO3,0.33000*VHONIT+0.67000*NO2+0.27000*PINAL+0.38000*KET+0.21000*HCHO+0.02000*ALD,3.1500E-13*exp(-4.4800E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Fisher et al. 2016,https://doi.org/10.5194/acp-16-5969-2016,"Oxidation of TRPN assumes 1/3 is unsaturated and retains the nitrate group upon oxidation to from HONIT while the remaining 2/3 is saturated and releases the nitrate group to form NO2 and other products. The 1/3 to 2/3 split is based on Fisher et al. (2016). The coefficients of other products are based on products from alpha-pinene and beta-pinene derived nitrates in MCM with a 65/35 weighting as described in Note 1 above. From MCM products, we find a 62% yield of PINAL and a 38% yield of a ketone (KET) for alpha-pinene and a 92% yield of a ketone (KET) + HCHO and an 8% yield of an aldehyde (ALD) for beta-pinene."
R148,HCHO+NO3,HO2+CO+HNO3,2.0000E-12*exp(-2.4400E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R149,ACD+NO3,ACO3+HNO3,1.4000E-12*exp(-1.9000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R150,ALD+NO3,RCO3+HNO3,3.7600E-12*exp(-1.9000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R151,MACR+NO3,0.68000*HCHO+0.32000*MACP+0.68000*XO2+0.68000*MGLY+0.32000*HNO3+0.68000*NO2,3.4000E-15,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R152,UALD+NO3,HO2+XO2+0.66800*CO+0.33200*HCHO+0.33200*ALD+ONIT,5.0200E-13*exp(-1.0760E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R153,GLY+NO3,HO2+2.00000*CO+HNO3,2.9000E-12*exp(-1.9000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R154,MGLY+NO3,ACO3+CO+HNO3,3.7600E-12*exp(-1.9000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R155,PHEN+NO3,0.15200*ASOATJ+0.33900*CHO+0.85000*ADDC+0.42400*ADCN+0.42400*HNO3,3.7800E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R156,CSL+NO3,0.20000*ASOATJ+0.32000*CHO+0.08000*ADDC+0.40000*ADCN+0.40000*HNO3,1.0600E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R158,MCT+NO3,MCTO+HNO3,2.0100E-10,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R159,MPAN+NO3,MACP+NO2,2.2000E-14*exp(-5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP11,PINALP,VHOM,2.9000E-02,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Vereecken and Noziere (2020) ,https://doi.org/10.5194/acp-20-7429-2020,Unimolecular autoxidation rates of PINALP and LIMALP are calculated based on Vereecken and Noziere (2020) and assuming that the first competitive step rather than the first step best reflects the rate of HOM formation in a reduced mechanism.
TRP12,LIMALP,VHOM,2.4000E-02,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Vereecken and Noziere (2020) ,https://doi.org/10.5194/acp-20-7429-2020,Unimolecular autoxidation rates of PINALP and LIMALP are calculated based on Vereecken and Noziere (2020) and assuming that the first competitive step rather than the first step best reflects the rate of HOM formation in a reduced mechanism.
R166,ACO3+NO2,PAN,ko=9.7000E-29*exp(0.0000E+00/T)*(T/300)^-5.6000E+00;kinf=9.3000E-12*exp(0.0000E+00/T)*(T/300)^-1.5000E+00;n=1.0000E+00;F=6.0000E-01,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R167,PAN,ACO3+NO2,1.1111E+28*exp(-1.4000E+04/T)\*R166,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R168,RCO3+NO2,PPN,ko=9.7000E-29*exp(0.0000E+00/T)*(T/300)^-5.6000E+00;kinf=9.3000E-12*exp(0.0000E+00/T)*(T/300)^-1.5000E+00;n=1.0000E+00;F=6.0000E-01,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R169,PPN,RCO3+NO2,1.1111E+28*exp(-1.4000E+04/T)\*R168,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R170,MACP+NO2,MPAN,2.8000E-12*exp(1.8100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R171,MPAN,MACP+NO2,1.6000E+16*exp(-1.3486E+04/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R172,MO2+NO,HO2+NO2+HCHO,2.8000E-12*exp(3.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R173,ETHP+NO,HO2+NO2+ACD,2.6000E-12*exp(3.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R174,HC3P+NO,0.66000*HO2+0.13100*MO2+0.04800*ETHP+0.08900*XO2+0.93500*NO2+0.50400*ACD+0.13200*ALD+0.16500*ACT+0.04200*MEK+0.06500*ONIT,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R175,HC5P+NO,0.20000*HO2+0.05100*MO2+0.23100*ETHP+0.23500*XO2+0.86400*NO2+0.01800*HCHO+0.04500*ACD+0.20300*ALD+0.03300*MEK+0.21700*ACT+0.03300*KET+0.27200*HKET+0.13600*ONIT,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R177,ETEP+NO,HO2+NO2+1.60000*HCHO+0.20000*ALD,9.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R178,OLTP+NO,0.78000*HO2+0.97000*NO2+0.78000*HCHO+0.01200*ACD+0.44000*ALD+0.06000*ACT+0.13000*MEK+0.03000*ONIT,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R179,OLIP+NO,0.83000*HO2+0.95000*NO2+0.81000*ACD+0.68000*ALD+0.20000*ACT+0.09000*KET+0.02000*HKET+0.05000*ONIT,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO33,BENP+NO,0.00000*ONIT+0.00120*VROCP4OXY2+0.00080*VROCN1OXY6+0.99800*NO2+0.99800*HO2+0.00000*BALD+0.99800*GLY+0.49900*FURANONE+0.24950*DCB2+0.24950*DCB3,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO43,TOLP+NO,0.00020*ONIT+0.00130*VROCP4OXY2+0.00060*VROCN1OXY6+0.99800*NO2+0.99800*HO2+0.08520*BALD+0.54770*GLY+0.36510*MGLY+0.36510*FURANONE+0.54770*DCB1,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO53,XYLP+NO,0.00010*ONIT+0.00130*VROCP3OXY2+0.00060*VROCP0OXY4+0.99800*NO2+0.99800*HO2+0.04810*BALD+0.70290*GLY+0.24700*MGLY+0.35150*FURANONE+0.59840*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO63,EBZP+NO,0.00020*ONIT+0.00130*VROCP3OXY2+0.00060*VROCP0OXY4+0.99800*NO2+0.99800*HO2+0.08520*BALD+0.54770*GLY+0.36510*MGLY+0.45640*FURANONE+0.45640*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R189,APIP1+NO,0.23700*VTRPN+0.76300*HO2+0.76300*NO2+0.19500*PINAL+0.28400*ALD+0.08650*ACT+0.12850*LIMAL+0.30800*HCHO+0.07150*OPB+0.08400*KET,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP13,APIP2+NO,0.82000*HO+0.82000*NO2+VHOM,4.0000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP14,APINP1+NO,1.69550*NO2+0.23450*VTRPN+0.07000*ONIT+0.60450*PINAL+0.15400*ALD+0.00700*KET+0.00700*HCHO+0.16450*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP15,APINP2+NO,0.82000*NO2+0.82000*HO+VHOM,4.0000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R190,LIMP1+NO,0.23000*VTRPN+0.77000*NO2+0.77000*LIMAL+0.77000*HO2+0.43000*HCHO,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP16,LIMP2+NO,0.77000*HO+0.77000*NO2+VHOM,4.0000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP17,LIMNP1+NO,0.57000*VTRPN+0.07000*ONIT+1.36000*NO2+0.43000*LIMAL+0.50000*HO2,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP18,LIMNP2+NO,0.77000*NO2+0.77000*HO+VHOM,4.0000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP19,PINALP+NO,0.36000*VTRPN+0.64000*VHOM+0.64000*NO2,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"1. Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
2. The following characteristics of monoterpene aldehyde derived peroxy radical (PINALP and LIMALP) reactions are based on Wennberg et al. (2018): a) Nitrate (CRACMM species TRPN) branching ratio from reaction with NO; b) Rate of reaction with HO2; c) Yield of peroxide (CRACMM species OPB) from reaction with HO2
3. Products of PINALP reaction with NO and HO2 that do not go to TRPN or OPB, respectively, are expected to form a ring-opening peroxy radical that undergoes autoxidation which is mapped to CRACMM species HOM."
